Tag,Word,Freq,Pos,Neg,Neu
COMM,always eager,0.00042826552462526765,1.0,0.0,0.0
COMM,fall behind,0.00042826552462526765,1.0,0.0,0.0
COMM,like let,0.00042826552462526765,1.0,0.0,0.0
COMM,one thing,0.00042826552462526765,0.0,0.0,1.0
COMM,whole lot,0.00042826552462526765,1.0,0.0,0.0
COMM,like work,0.00042826552462526765,0.5,0.0,0.5
COMM,national society,0.00042826552462526765,0.0,0.5,0.5
COMM,black engineers,0.00042826552462526765,0.0,0.5,0.5
EXPM,would say,0.002012882447665056,0.7,0.1,0.2
EXPM,like like,0.00040257648953301127,0.0,1.0,0.0
EXPM,like think,0.00040257648953301127,0.0,1.0,0.0
EXPM,ridiculously hard,0.00040257648953301127,0.0,1.0,0.0
EXPM,like get,0.00040257648953301127,0.5,0.5,0.0
EXPM,like oh,0.0006038647342995169,0.3333333333333333,0.3333333333333333,0.3333333333333333
EXPM,wow like,0.0006038647342995169,0.3333333333333333,0.3333333333333333,0.3333333333333333
EXPM,hard work,0.00040257648953301127,0.0,1.0,0.0
EXPM,oh yeah,0.00040257648953301127,0.0,0.5,0.5
EXPM,chemical engineering,0.00040257648953301127,0.0,0.0,1.0
EXPM,even know,0.00040257648953301127,0.0,0.5,0.5
EXPM,mechanical engineering,0.00040257648953301127,0.0,0.0,1.0
EXPM,really hard,0.00040257648953301127,0.0,0.5,0.5
EXPM,like really,0.0006038647342995169,0.6666666666666666,0.3333333333333333,0.0
EXPM,everybody else,0.00040257648953301127,0.0,1.0,0.0
EXPM,little bit,0.0008051529790660225,0.25,0.75,0.0
EXPM,person like,0.00040257648953301127,0.0,1.0,0.0
EXPM,like okay,0.0006038647342995169,0.0,0.6666666666666666,0.3333333333333333
EXPM,feel like,0.0030193236714975845,0.26666666666666666,0.4666666666666667,0.26666666666666666
EXPM,support system,0.00040257648953301127,0.0,0.5,0.5
EXPM,felt like,0.0006038647342995169,0.3333333333333333,0.3333333333333333,0.3333333333333333
EXPM,gonna like,0.00040257648953301127,0.0,0.0,1.0
EXPM,also like,0.0006038647342995169,0.0,0.6666666666666666,0.3333333333333333
EXPM,like getting,0.00040257648953301127,0.5,0.5,0.0
EXPM,even though,0.00040257648953301127,0.0,1.0,0.0
